vehicle_type,fault_code,vehicle_age_months,mileage_km,prior_services,technician_notes,replaced_part,root_cause
ICE,P0303,41,53122,5,"Customer reported slow charging. Checked spark plug, found issue consistent with spark plug worn.",Spark plug,Spark plug worn
Scooter,P0087,16,59507,7,"Customer reported reduced range. Checked fuel pump, found issue consistent with fuel pump weak.",Fuel pump,Fuel pump weak
Scooter,P0171,54,40407,6,"Customer reported slow charging. Checked fuel pump, found issue consistent with fuel pump weak.",Fuel pump,Fuel pump weak
EV,EV0501,18,59254,7,"Customer reported rough idling. Checked dc-dc converter, found issue consistent with dc-dc converter fault.",DC-DC converter,DC-DC converter fault
Scooter,P0340,38,50207,5,Routine service flagged unusual noise. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
Scooter,P0130,18,40688,6,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
ICE,P0440,12,52295,7,Bike came in with slow charging. evap system leak suspected after inspection.,EVAP hose/canister,EVAP system leak
EV,EV0205,9,21761,2,"No prior complaints, code triggered during diagnostic scan. motor phase wiring fault confirmed on teardown.",Motor phase wiring,Motor phase wiring fault
Scooter,P0172,47,23096,3,"Customer reported unusual noise. Checked fuel pressure regulator, found issue consistent with fuel pressure regulator fault.",Fuel pressure regulator,Fuel pressure regulator fault
EV,EV0204,28,25655,2,Bike came in with warning light on dash. motor controller overheat suspected after inspection.,Motor controller,Motor controller overheat
ICE,P0300,46,50036,6,"Customer reported slow charging. Checked ignition coil, found issue consistent with ignition coil fault.",Ignition coil,Ignition coil fault
Scooter,P0720,8,16580,1,Bike came in with warning light on dash. output speed sensor fault suspected after inspection.,Output speed sensor,Output speed sensor fault
ICE,P0335,35,2535,0,Bike came in with reduced range. wiring harness fault suspected after inspection.,Wiring harness,Wiring harness fault
Scooter,P0442,18,17989,2,"Customer reported slow charging. Checked evap hose/canister, found issue consistent with evap system leak.",EVAP hose/canister,EVAP system leak
Scooter,P0325,27,6787,0,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
Scooter,P0100,60,40621,4,"No prior complaints, code triggered during diagnostic scan. maf sensor dirty confirmed on teardown.",MAF sensor,MAF sensor dirty
EV,EV0205,41,32397,5,Routine service flagged unusual noise. Root cause traced to motor phase wiring fault.,Motor phase wiring,Motor phase wiring fault
Scooter,P0172,42,45995,6,"Customer reported slow charging. Checked fuel pressure regulator, found issue consistent with fuel pressure regulator fault.",Fuel pressure regulator,Fuel pressure regulator fault
ICE,P0301,9,23043,2,"No prior complaints, code triggered during diagnostic scan. ignition coil fault confirmed on teardown.",Ignition coil,Ignition coil fault
ICE,P0110,10,17902,3,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
Scooter,P0325,4,27352,3,"No prior complaints, code triggered during diagnostic scan. knock sensor fault confirmed on teardown.",Knock sensor,Knock sensor fault
ICE,P0340,51,53307,5,"Customer reported reduced range. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
Scooter,P0100,40,29713,4,"No prior complaints, code triggered during diagnostic scan. maf sensor dirty confirmed on teardown.",MAF sensor,MAF sensor dirty
EV,EV0205,45,36988,4,"Customer reported slow charging. Checked motor phase wiring, found issue consistent with motor phase wiring fault.",Motor phase wiring,Motor phase wiring fault
Scooter,P0340,5,9786,1,Bike came in with warning light on dash. cam position sensor fault suspected after inspection.,Cam position sensor,Cam position sensor fault
Scooter,P0505,5,9721,1,Bike came in with unusual noise. idle air control valve fault suspected after inspection.,Idle air control valve,Idle air control valve fault
EV,P0A80,12,25534,2,Routine service flagged reduced range. Root cause traced to cell voltage imbalance.,Battery module,Cell voltage imbalance
Scooter,P0110,32,19309,2,Routine service flagged rough idling. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
Scooter,P0135,34,5328,1,"Customer reported power loss on acceleration. Checked o2 sensor, found issue consistent with o2 sensor heater fault.",O2 sensor,O2 sensor heater fault
Scooter,P0191,47,25152,2,"Customer reported battery draining fast. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
ICE,P0302,60,52107,6,Bike came in with unusual noise. ignition coil fault suspected after inspection.,Ignition coil,Ignition coil fault
Scooter,P0171,7,17973,1,"Customer reported reduced range. Checked vacuum hose, found issue consistent with vacuum leak.",Vacuum hose,Vacuum leak
EV,EV0102,23,34712,5,Routine service flagged rough idling. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
Scooter,P0730,26,41999,6,Bike came in with slow charging. wiring harness fault suspected after inspection.,Wiring harness,Wiring harness fault
EV,EV0204,6,51216,5,Routine service flagged unusual noise. Root cause traced to coolant pump fault.,Coolant pump,Coolant pump fault
Scooter,P0088,2,31049,4,Bike came in with unusual noise. fuel pressure regulator fault suspected after inspection.,Fuel pressure regulator,Fuel pressure regulator fault
ICE,P0340,7,39136,5,Routine service flagged reduced range. Root cause traced to cam position sensor fault.,Cam position sensor,Cam position sensor fault
ICE,P0105,60,40827,4,"Customer reported warning light on dash. Checked map sensor, found issue consistent with map sensor fault.",MAP sensor,MAP sensor fault
ICE,P0120,6,5697,0,Routine service flagged slow charging. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
Scooter,P0730,41,48279,5,Bike came in with rough idling. transmission control fault suspected after inspection.,TCU,Transmission control fault
EV,EV0501,2,25322,4,Bike came in with unusual noise. dc-dc converter fault suspected after inspection.,DC-DC converter,DC-DC converter fault
Scooter,P0340,16,50138,7,Routine service flagged warning light on dash. Root cause traced to cam position sensor fault.,Cam position sensor,Cam position sensor fault
EV,EV0205,60,9025,2,Bike came in with unusual noise. motor phase wiring fault suspected after inspection.,Motor phase wiring,Motor phase wiring fault
Scooter,P0563,13,5526,0,"Customer reported warning light on dash. Checked voltage regulator, found issue consistent with voltage regulator fault.",Voltage regulator,Voltage regulator fault
Scooter,P0700,27,55101,6,Bike came in with rough idling. transmission control fault suspected after inspection.,TCU,Transmission control fault
ICE,P0300,4,55100,5,"No prior complaints, code triggered during diagnostic scan. spark plug worn confirmed on teardown.",Spark plug,Spark plug worn
ICE,P0505,10,49700,7,Routine service flagged rough idling. Root cause traced to idle air control valve fault.,Idle air control valve,Idle air control valve fault
ICE,P0171,25,11825,2,"Customer reported battery draining fast. Checked maf sensor, found issue consistent with maf sensor dirty.",MAF sensor,MAF sensor dirty
ICE,P0505,60,58266,7,Bike came in with unusual noise. idle air control valve fault suspected after inspection.,Idle air control valve,Idle air control valve fault
Scooter,P0172,57,24538,4,"Customer reported slow charging. Checked maf sensor, found issue consistent with maf sensor dirty.",MAF sensor,MAF sensor dirty
ICE,B1318,5,33502,5,"Customer reported slow charging. Checked 12v battery, found issue consistent with 12v battery weak.",12V battery,12V battery weak
Scooter,P0505,42,4163,1,Routine service flagged warning light on dash. Root cause traced to idle air control valve fault.,Idle air control valve,Idle air control valve fault
Scooter,P0141,58,2006,0,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
ICE,B1318,27,5000,0,"No prior complaints, code triggered during diagnostic scan. 12v battery weak confirmed on teardown.",12V battery,12V battery weak
ICE,P0335,44,40521,6,Routine service flagged reduced range. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
EV,EV0311,45,41618,6,"Customer reported battery draining fast. Checked main contactor, found issue consistent with main contactor fault.",Main contactor,Main contactor fault
Scooter,P0304,38,34393,3,Bike came in with power loss on acceleration. ignition coil fault suspected after inspection.,Ignition coil,Ignition coil fault
Scooter,P0100,37,12313,2,"Customer reported rough idling. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
Scooter,P0230,39,9988,0,Routine service flagged slow charging. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
Scooter,P0715,26,41733,4,"No prior complaints, code triggered during diagnostic scan. input speed sensor fault confirmed on teardown.",Input speed sensor,Input speed sensor fault
ICE,P0100,35,24889,3,"Customer reported rough idling. Checked maf sensor, found issue consistent with maf sensor dirty.",MAF sensor,MAF sensor dirty
ICE,P0301,4,55768,6,"No prior complaints, code triggered during diagnostic scan. spark plug worn confirmed on teardown.",Spark plug,Spark plug worn
Scooter,P0335,43,59447,7,Routine service flagged warning light on dash. Root cause traced to wiring harness fault.,Wiring harness,Wiring harness fault
ICE,P0620,37,3306,0,Bike came in with unusual noise. alternator fault suspected after inspection.,Alternator,Alternator fault
Scooter,P0505,5,30906,3,Bike came in with power loss on acceleration. throttle body dirty suspected after inspection.,Throttle body,Throttle body dirty
ICE,P0620,52,32288,3,"Customer reported slow charging. Checked alternator, found issue consistent with alternator fault.",Alternator,Alternator fault
Scooter,P0130,40,45985,4,"Customer reported power loss on acceleration. Checked o2 sensor, found issue consistent with oxygen sensor fault.",O2 sensor,Oxygen sensor fault
ICE,P0440,43,3548,0,"Customer reported reduced range. Checked evap purge valve, found issue consistent with evap purge valve fault.",EVAP purge valve,EVAP purge valve fault
EV,EV0102,47,53889,6,"No prior complaints, code triggered during diagnostic scan. wiring harness fault confirmed on teardown.",Wiring harness,Wiring harness fault
ICE,P0135,7,506,0,"Customer reported slow charging. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
ICE,P0563,4,59070,8,"Customer reported power loss on acceleration. Checked voltage regulator, found issue consistent with voltage regulator fault.",Voltage regulator,Voltage regulator fault
Scooter,P0088,54,44556,6,"No prior complaints, code triggered during diagnostic scan. fuel pressure regulator fault confirmed on teardown.",Fuel pressure regulator,Fuel pressure regulator fault
Scooter,P0440,15,34690,5,Bike came in with warning light on dash. evap system leak suspected after inspection.,EVAP hose/canister,EVAP system leak
EV,P0A80,56,26121,4,"No prior complaints, code triggered during diagnostic scan. cell voltage imbalance confirmed on teardown.",Battery module,Cell voltage imbalance
ICE,P0120,58,53960,7,"Customer reported reduced range. Checked wiring harness, found issue consistent with wiring harness fault.",Wiring harness,Wiring harness fault
ICE,P0562,26,13387,1,Routine service flagged slow charging. Root cause traced to wiring corrosion.,Wiring harness,Wiring corrosion
